PRODUTOS ALERTADOS;PARECER;DATA RELACIONAMENTO PORTO;NOME LISTA VIGILANCIA;FLAG PEP;FLAG PARTICIPANTE;VALOR RENDA;VALOR RENDA FATURAMENTO;DESCRIÇÃO REVISÃO ANALISE;VALOR SCORE KYCREP;VALOR SCORE OPERACIONAL;VALOR SCORE PARTICIPANTE;VALOR SCORE PRODUTO;VALOR SCORE SOCIO;FLAG PROCESSO EXTERNO ABERTO;VALOR ENVOLVIDO;FLAG DOSSIÊ;UF
Locadora;COMUNICAR;2023-10-25 00:00:00.0;;false;false;;38333.0;;240;600;;140;240;false;119541.0;false;SP
Automóvel Porto / Vida Individual / Cartão;NAO_COMUNICAR;2012-11-24 00:00:00.0;;false;false;;30000.0;;140;910;;297;;false;488447.0;false;SP
Cartão;NAO_COMUNICAR;2012-11-20 00:00:00.0;;false;true;;289574.0;;150;610;150;181;;false;96902.0;false;SP
Automóvel Porto;NAO_COMUNICAR;2012-12-19 00:00:00.0;;false;true;;30000.0;;290;800;290;80;;false;3402468.0;false;SC
Automóvel Porto;NAO_COMUNICAR;2019-02-01 00:00:00.0;;false;false;;30000.0;;240;800;;80;;false;1304004.0;false;PR
Cartão;NAO_COMUNICAR;2012-12-01 00:00:00.0;;false;true;;30000.0;;170;600;120;181;;false;78829.0;true;SP
Automóvel Porto;NAO_COMUNICAR;2012-12-13 00:00:00.0;;false;false;;30000.0;;240;800;;80;;false;1104672.0;true;RJ
Cartão;NAO_COMUNICAR;2016-12-14 00:00:00.0;;false;true;;8877.0;;150;610;140;181;;false;316837.0;false;SP
Automóvel Porto;NAO_COMUNICAR;2017-11-15 00:00:00.0;;false;true;;;;470;800;205;80;470;false;1023428.0;false;RJ
Cartão;COMUNICAR;2012-11-23 00:00:00.0;;false;true;;30000.0;;120;600;120;181;;false;60000.0;false;PR
Consórcio;COMUNICAR;2012-12-05 00:00:00.0;;false;true;;30000.0;;270;600;270;100;;false;21612.0;false;SP
Cartão;COMUNICAR;2015-10-02 00:00:00.0;;false;false;;15019.0;;541;600;;181;;false;987248.0;false;SP
Cartão;NAO_COMUNICAR;2014-07-10 00:00:00.0;;false;false;;5356.0;;471;600;;181;;false;303721.0;false;DF
Cartão;COMUNICAR;2015-10-07 00:00:00.0;;false;true;;34118.0;;441;600;81;181;;false;610096.0;false;SP
Cartão;COMUNICAR;2016-05-03 00:00:00.0;;false;true;;26948.0;;391;600;171;181;;false;1244026.0;false;RJ
Cartão;COMUNICAR;2016-07-21 00:00:00.0;;false;true;;30000.0;;321;600;121;181;;false;497937.0;false;DF
Cartão;COMUNICAR;2015-02-11 00:00:00.0;;false;true;;29084.0;;321;600;101;181;;false;800443.0;false;SP
Cartão;NAO_COMUNICAR;2016-11-07 00:00:00.0;;false;true;;17761.0;;421;610;151;181;;false;538839.0;true;SC
Cartão;COMUNICAR;2015-08-20 00:00:00.0;;false;false;;29132.0;;321;600;;181;;false;923215.0;false;SP
Cartão;COMUNICAR;2012-11-28 00:00:00.0;;false;true;;16297.0;;321;600;191;181;;false;538774.0;false;CE
Cartão;COMUNICAR;2016-06-04 00:00:00.0;;false;true;;8992.0;;151;600;101;181;;false;459353.0;false;MT
Cartão;COMUNICAR;2016-05-09 00:00:00.0;;false;true;;30000.0;;121;600;80;181;;false;453956.0;false;SP
Cartão;COMUNICAR;2016-10-09 00:00:00.0;;false;true;;30000.0;;121;600;121;181;;false;830967.0;false;SP
Cartão;COMUNICAR;2012-12-01 00:00:00.0;;false;true;;30000.0;;120;600;120;181;;false;455437.0;false;DF
Cartão;COMUNICAR;2023-10-19 00:00:00.0;;false;false;;30000.0;;120;600;;181;;false;538315.0;false;GO
Cartão;COMUNICAR;2023-10-31 00:00:00.0;;false;false;;30000.0;;170;600;;181;;false;429116.15;false;SP
Cartão;NAO_COMUNICAR;2012-12-07 00:00:00.0;;false;true;;30000.0;;120;600;120;181;;false;65000.0;false;SP
Cartão;NAO_COMUNICAR;2016-07-08 00:00:00.0;;false;true;;52547.0;;351;610;121;181;;false;121927.0;false;SP
Cartão;NAO_COMUNICAR;2016-07-21 00:00:00.0;;false;true;;5644.0;;351;610;101;181;;false;1165403.0;false;SP
Cartão;NAO_COMUNICAR;2012-11-28 00:00:00.0;;false;true;;30000.0;;120;600;80;181;;false;50506.0;false;SP
Automóvel Porto / RE - Patrimonial / RE - Residencial / RF - Fiança Locatícia;COMUNICAR;2022-01-23 00:00:00.0;;false;true;;19079.0;;170;500;80;258;;false;831078.0;false;SP
Cartão;NAO_COMUNICAR;2012-11-28 00:00:00.0;;false;true;;30000.0;;120;600;80;181;;false;132610.0;false;SP
Cartão;COMUNICAR;2015-12-08 00:00:00.0;;false;true;;16844.0;;371;1200;156;181;;false;1122741.0;true;SP
Cartão;COMUNICAR;2014-12-26 00:00:00.0;;false;false;;30000.0;;325;400;;181;;false;70658.0;false;RN
Capitalização;COMUNICAR;2023-12-22 00:00:00.0;;false;false;;179167.0;;10;1700;;80;;false;27106342;false;SP
Cartão;NAO_COMUNICAR;2012-12-01 00:00:00.0;;false;true;;30000.0;;120;600;120;181;;false;62289.0;false;SP
Cartão;NAO_COMUNICAR;2012-12-05 00:00:00.0;;false;true;;30000.0;;120;600;120;181;;false;39761.0;false;SP
Capitalização;COMUNICAR;2020-06-06 00:00:00.0;;false;false;;6588.0;;100;1500;;80;;false;200000.0;false;SP
Automóvel Porto;NAO_COMUNICAR;2013-01-20 00:00:00.0;;false;true;;112500.0;;341;500;171;80;341;false;575178.0;false;RJ
Automóvel Porto;NAO_COMUNICAR;2016-08-29 00:00:00.0;;false;false;;30000.0;;541;300;;80;;false;436589.0;false;SC
Saúde;COMUNICAR;2017-02-15 00:00:00.0;;false;false;;9417.0;;401;500;;75;;false;27537.0;true;SP
Saúde;COMUNICAR;2014-03-06 00:00:00.0;;false;false;;10970.0;;400;500;;75;;false;41160.0;true;BA
Locadora;NAO_COMUNICAR;2012-12-06 00:00:00.0;;false;true;;30000.0;;100;1200;100;140;;false;473320.0;false;SP
Saúde;COMUNICAR;;;false;false;;2626.0;;381;500;;75;;false;27895.0;true;SP
Saúde;COMUNICAR;2024-01-04 00:00:00.0;;false;false;;11250.0;;380;500;;75;;false;11756.0;true;RJ
Locadora;COMUNICAR;2023-09-29 00:00:00.0;;false;false;;13333.0;;210;600;;140;80;false;106322.0;false;SC
Locadora;NAO_COMUNICAR;2015-09-02 00:00:00.0;Prestador-Recusado ,;false;false;;12730.0;;101;1200;;140;;false;532260.0;false;SP
Capitalização;COMUNICAR;2013-02-20 00:00:00.0;;false;false;;1800.0;;30;850;;80;;false;51472.22062;false;SP
Previdência;NAO_COMUNICAR;2016-07-04 00:00:00.0;;false;false;;20778.0;;196;900;;66;;false;1214716.0;false;MG
Previdência;NAO_COMUNICAR;2016-07-06 00:00:00.0;;false;false;;17661.0;;171;900;;66;;false;1102200.0;false;MG
Capitalização;NAO_COMUNICAR;2024-02-23 00:00:00.0;;false;false;;4801.0;;30;850;;80;;false;24000.0;false;PR
Locadora;NAO_COMUNICAR;2023-10-19 00:00:00.0;;false;true;;30000.0;;190;600;151;140;;false;117806.0;false;SP
Cartão;COMUNICAR;2014-02-07 00:00:00.0;;false;true;;15071.0;;320;400;130;181;;false;69433.0;false;TO
Cartão;NAO_COMUNICAR;2016-06-10 00:00:00.0;;false;true;;30000.0;;121;1000;81;181;;false;253236.0;false;GO
Consórcio;NAO_COMUNICAR;2016-05-12 00:00:00.0;;false;false;;859.0;;31;1200;;100;;false;155648.0;false;ES
Cartão;NAO_COMUNICAR;2017-11-03 00:00:00.0;;false;true;;15146.0;;321;600;121;181;;false;131190.0;false;DF
Cartão;NAO_COMUNICAR;2015-04-09 00:00:00.0;;false;false;;49791.0;;331;600;;181;;false;65344.0;false;SP
Locadora;NAO_COMUNICAR;2016-07-11 00:00:00.0;;false;false;;19591.0;;191;600;;140;;false;117597.0;false;SP
PortoPar;NAO_COMUNICAR;2016-05-19 00:00:00.0;;false;false;;112500.0;;81;900;;85;;false;7727977.0;false;SP
Locadora;NAO_COMUNICAR;2018-12-04 00:00:00.0;;false;false;;10199.0;;171;600;;140;;false;123237.0;false;SP
Locadora;NAO_COMUNICAR;2018-10-23 00:00:00.0;;false;false;;7863.0;;171;600;;140;;false;114000.0;false;SP
Locadora;NAO_COMUNICAR;2015-08-22 00:00:00.0;;false;false;;5034.0;;171;600;;140;;false;121900.0;false;SP
Locadora;NAO_COMUNICAR;2015-08-19 00:00:00.0;;false;true;;12126.0;;171;600;80;140;;false;100323.0;false;SP
Capitalização;COMUNICAR;2021-12-15 00:00:00.0;;false;false;;1273.0;;31;850;;80;;false;17000.0;false;SP
Cartão;NAO_COMUNICAR;2016-08-10 00:00:00.0;;false;true;;30000.0;;191;800;81;181;;false;76172.0;false;RJ
Locadora;NAO_COMUNICAR;2017-06-23 00:00:00.0;;false;false;;16383.0;;191;600;;140;;false;137387.0;false;SP
Locadora;NAO_COMUNICAR;2015-08-19 00:00:00.0;;false;false;;7803.0;;171;600;;140;;false;102493.0;false;SP
Locadora;NAO_COMUNICAR;2016-06-07 00:00:00.0;;false;false;;6413.0;;171;600;;140;;false;117321.0;false;SP
Locadora;COMUNICAR;2014-07-02 00:00:00.0;;false;false;;8460.0;;101;1200;;140;;false;469860.0;false;SP
Locadora;COMUNICAR;2023-12-27 00:00:00.0;;false;false;;13234.0;;100;1200;;140;;false;417118.0;false;SP
Locadora;COMUNICAR;2020-09-30 00:00:00.0;;false;false;;16150.0;;71;1200;;140;;false;763210.0;false;SP
Cartão;NAO_COMUNICAR;2020-08-20 00:00:00.0;;false;true;;54020.0;;201;1010;201;181;;false;131254.0;false;SP
Cartão;NAO_COMUNICAR;2016-10-04 00:00:00.0;;false;true;;30000.0;;511;600;171;181;;false;1089073.0;false;RJ
Locadora;NAO_COMUNICAR;2021-10-08 00:00:00.0;;false;false;;15515.0;;171;600;;140;;false;107276.0;false;SP
Locadora;NAO_COMUNICAR;2023-03-14 00:00:00.0;;false;false;;11250.0;;160;600;;140;;false;220870.0;false;MG
Capitalização;NAO_COMUNICAR;2017-06-21 00:00:00.0;;false;false;;1698.0;;31;850;;80;;false;51269.0;false;SP
Locadora;NAO_COMUNICAR;2023-09-28 00:00:00.0;;false;false;;1436.0;;180;600;;140;;false;124161.0;false;SP
Locadora;COMUNICAR;2021-12-27 00:00:00.0;;false;false;;4129.0;;81;1200;;140;;false;397506.0;false;GO
Locadora;COMUNICAR;2015-08-14 00:00:00.0;;false;false;;4415.0;;81;1200;;140;;false;366446.7;false;SP
Locadora;COMUNICAR;2021-11-20 00:00:00.0;;false;false;;3508.0;;456;600;;140;;false;174502.0;false;SP
Cartão;COMUNICAR;2020-02-18 00:00:00.0;;false;true;;18237.0;;221;800;121;181;;false;850113.0;false;DF
Cartão;COMUNICAR;2023-10-19 00:00:00.0;;false;true;;13043.0;;400;600;120;181;;false;114494.0;false;BA
Consórcio;NAO_COMUNICAR;2012-12-05 00:00:00.0;;false;true;;30000.0;;271;600;271;100;;false;23012.0;false;SP
Capitalização;NAO_COMUNICAR;2015-11-12 00:00:00.0;;false;false;;1435833.0;;141;850;;80;141;false;66115.0;false;SP
Capitalização;NAO_COMUNICAR;2023-02-03 00:00:00.0;;false;false;;4538.0;;181;650;;80;;false;20279.0;false;RJ
Cartão;NAO_COMUNICAR;2012-11-19 00:00:00.0;;false;true;;625000.0;;221;600;81;181;221;false;75000.0;false;SC
Cartão;NAO_COMUNICAR;2013-02-20 00:00:00.0;;false;false;;1435833.0;;171;610;;181;171;false;87757.0;false;SP
Cartão;NAO_COMUNICAR;2017-08-01 00:00:00.0;;false;true;;283333.0;;191;600;171;181;191;false;52282.0;false;SP
Cartão;NAO_COMUNICAR;2020-09-14 00:00:00.0;;false;false;;625000.0;;191;600;;181;191;false;52282.0;false;SP
Automóvel Porto;NAO_COMUNICAR;2023-10-19 00:00:00.0;;false;false;;30000.0;;190;800;;80;;false;1113912.0;false;SP
Cartão;COMUNICAR;2015-05-11 00:00:00.0;;false;true;;5958.0;;371;800;191;181;;false;106828.0;false;RJ
Cartão;COMUNICAR;2016-03-19 00:00:00.0;;false;true;;18945.0;;191;800;191;181;;false;98842.0;false;SP
Cartão;COMUNICAR;2020-12-16 00:00:00.0;;false;false;;30000.0;;121;800;;181;;false;82319.0;false;SP
Capitalização;NAO_COMUNICAR;2015-05-26 00:00:00.0;;false;false;;3373.0;;201;850;;80;;false;15000.0;false;SP
Automóvel Porto;NAO_COMUNICAR;2012-11-30 00:00:00.0;;false;false;;7400.0;;521;300;;80;;false;208085.0;false;PE
Cartão;NAO_COMUNICAR;2023-03-26 00:00:00.0;;false;true;;30000.0;;370;600;81;181;;false;642768.0;false;SP
Cartão;NAO_COMUNICAR;2015-02-27 00:00:00.0;;false;true;;30000.0;;221;600;121;181;;false;65000.0;false;SP
Cartão;NAO_COMUNICAR;2016-06-03 00:00:00.0;;false;true;;28508.0;;321;600;151;181;;false;882697.0;true;SP
Cartão;NAO_COMUNICAR;2015-07-13 00:00:00.0;;false;true;;30000.0;;171;600;171;181;;false;82400.0;false;SP
Capitalização;NAO_COMUNICAR;2024-02-09 00:00:00.0;;false;false;;2025.0;;100;850;;80;;false;15000.0;false;RJ
Cartão;NAO_COMUNICAR;2012-11-20 00:00:00.0;;false;false;;30000.0;;321;600;;181;;false;761279.0;false;SP
Cartão;NAO_COMUNICAR;2016-07-05 00:00:00.0;;false;true;;30000.0;;171;600;81;181;;false;51977.0;false;SP
Cartão;COMUNICAR;2012-12-07 00:00:00.0;;false;false;;6833.0;;351;600;;181;;false;856144.0;false;SP
Cartão;COMUNICAR;2016-05-16 00:00:00.0;;false;true;;30000.0;;341;600;241;181;;false;1022577.0;false;PR
Cartão;COMUNICAR;2016-03-21 00:00:00.0;;false;true;;30000.0;;371;600;121;181;;false;514499.0;false;SP
Capitalização;NAO_COMUNICAR;2023-07-26 00:00:00.0;;false;false;;7095.0;;120;850;;80;;false;19500.0;false;SP
Capitalização;NAO_COMUNICAR;2015-11-18 00:00:00.0;;false;false;;6511.0;;101;850;;80;;false;18000.0;false;MS
Capitalização;NAO_COMUNICAR;2013-01-25 00:00:00.0;;false;false;;1600.0;;31;850;;80;;false;23306.0;false;SP
Capitalização;NAO_COMUNICAR;2017-04-11 00:00:00.0;;false;false;;4463.0;;101;850;;80;;false;14500.0;false;SP
Cartão;NAO_COMUNICAR;2012-11-24 00:00:00.0;;false;true;;30000.0;;321;600;81;181;;false;599358.0;false;SP
Capitalização;COMUNICAR;2024-02-09 00:00:00.0;;false;false;;2576.0;;100;850;;80;;false;11000.0;false;SP
Locadora;COMUNICAR;2022-07-26 00:00:00.0;;false;false;;1601.0;;281;600;;140;;false;101399.0;false;SP
Cartão;COMUNICAR;2015-11-01 00:00:00.0;;false;false;;30000.0;;191;600;;181;;false;80000.0;false;RJ
Cartão;NAO_COMUNICAR;2016-03-30 00:00:00.0;;false;true;;11093.0;;251;1000;81;181;;false;429097.0;false;SP
Cartão;COMUNICAR;2016-05-11 00:00:00.0;;false;true;;30000.0;;341;600;101;181;;false;934605.0;false;SP
Cartão;COMUNICAR;2012-12-05 00:00:00.0;;false;true;;100000.0;;301;600;101;181;;false;1943335.0;false;SP
Capitalização;NAO_COMUNICAR;2015-09-25 00:00:00.0;;false;true;;5573.0;;81;850;81;80;;false;21000.0;false;SP
Automóvel Porto;NAO_COMUNICAR;2019-04-14 00:00:00.0;;false;false;;30000.0;;191;800;;80;;true;1027936.0;false;RJ
Consórcio;COMUNICAR;2015-04-18 00:00:00.0;;false;false;;16003.0;;221;600;;100;;false;247214.0;false;MS
Cartão;NAO_COMUNICAR;2018-03-21 00:00:00.0;;false;true;;22264.0;;321;600;71;181;;false;302591.0;false;SP
Cartão;NAO_COMUNICAR;2012-11-28 00:00:00.0;;false;true;;22059.0;;171;600;101;181;;false;72500.0;false;RN
Cartão;NAO_COMUNICAR;2012-12-01 00:00:00.0;;false;true;;30000.0;;271;1000;121;181;;false;147106.0;false;DF
Cartão;NAO_COMUNICAR;2015-07-08 00:00:00.0;;false;true;;51341.0;;421;610;121;181;;false;999661.0;false;SP
Cartão;NAO_COMUNICAR;2016-06-29 00:00:00.0;;false;true;;30000.0;;171;600;80;181;;false;913965.0;false;DF
Capitalização;NAO_COMUNICAR;2022-11-10 00:00:00.0;;false;false;;1286.0;;31;850;;80;;false;30000.0;false;SP
Automóvel Porto;COMUNICAR;2012-11-27 00:00:00.0;;false;true;;27153.0;;191;800;191;80;;false;1188614.0;false;CE
Capitalização;NAO_COMUNICAR;2014-03-22 00:00:00.0;;false;false;;4805.0;;31;850;;80;;false;15000.0;false;SP
Capitalização;NAO_COMUNICAR;2015-11-19 00:00:00.0;;false;true;;11976.0;;121;850;100;80;;false;53510.0;false;RJ
Capitalização;NAO_COMUNICAR;2016-05-12 00:00:00.0;;false;true;;21021.0;;121;850;121;80;;false;102595.0;false;SP
Cartão;COMUNICAR;2017-06-21 00:00:00.0;;false;true;;30000.0;;121;800;121;181;;false;99508.0;false;SP
Cartão;COMUNICAR;2016-01-08 00:00:00.0;;false;true;;30000.0;;121;800;81;181;;false;73361.0;false;ES
Cartão;COMUNICAR;2018-01-27 00:00:00.0;;false;false;;14885.0;;121;800;;181;;false;73869.0;false;RJ
Cartão;COMUNICAR;2021-11-06 00:00:00.0;;false;false;;30000.0;;171;800;;181;;false;161645.0;false;PR
Cartão;COMUNICAR;2016-05-13 00:00:00.0;;false;true;;1106.0;;181;800;81;181;;false;90648.0;false;RN
Cartão;COMUNICAR;2015-09-29 00:00:00.0;;false;true;;6004.0;;371;1200;191;181;;false;1218923.0;false;SP
Capitalização;NAO_COMUNICAR;2016-02-29 00:00:00.0;;false;true;;13031.0;;101;850;101;80;;false;83512.0;false;SP
Capitalização;NAO_COMUNICAR;2018-10-29 00:00:00.0;;false;false;;21196.0;;71;850;;80;;false;58520.0;false;SP
Capitalização;NAO_COMUNICAR;2019-05-23 00:00:00.0;;false;false;;529.0;;151;850;;80;;false;69092.0;true;SP
Locadora;NAO_COMUNICAR;2016-08-12 00:00:00.0;;false;true;;19979.0;;271;1200;271;140;;false;865694.0;false;SP
Locadora;NAO_COMUNICAR;2012-02-15 00:00:00.0;;false;false;;18867.0;;271;1200;;140;;false;743220.0;false;SP
Capitalização;NAO_COMUNICAR;2022-07-07 00:00:00.0;;false;false;;8478.0;;271;850;;80;;false;24000.0;true;SP
Automóvel Porto / Vida Individual / Cartão;NAO_COMUNICAR;2023-10-19 00:00:00.0;;false;false;;30000.0;;140;900;;297;;false;393547.0;false;SP
Locadora;NAO_COMUNICAR;2015-11-18 00:00:00.0;;false;false;;23560.0;;221;1200;;140;;false;2965996.0;false;GO
Automóvel Porto / CDC / Cartão;NAO_COMUNICAR;2012-11-17 00:00:00.0;;false;false;;14858.0;;201;900;;261;;false;1510984.0;true;SP
Automóvel Frota Porto / Automóvel Porto;NAO_COMUNICAR;2021-11-07 00:00:00.0;;false;false;;11250.0;;171;800;;145;171;false;1098316.0;false;SP
PortoPar;NAO_COMUNICAR;2017-01-05 00:00:00.0;;false;false;;17703.0;;121;900;;85;;false;501726.0;false;SP
Capitalização;NAO_COMUNICAR;2020-04-24 00:00:00.0;;false;false;;22425.0;;71;850;;80;;false;78539.0;false;SP
PortoPar;NAO_COMUNICAR;2021-10-07 00:00:00.0;;false;false;;15417.0;;221;900;;85;221;false;602479.0;false;SP
Locadora;NAO_COMUNICAR;2015-10-15 00:00:00.0;;false;false;;4886.0;;181;1200;;140;;false;957100.0;false;SP
Locadora;NAO_COMUNICAR;2015-08-22 00:00:00.0;;false;false;;12214.0;;171;1200;;140;;false;571900.0;false;SP
Locadora;NAO_COMUNICAR;2020-11-25 00:00:00.0;;false;false;;13942.0;;151;1200;;140;;false;619906.0;false;SP
Saúde;NAO_COMUNICAR;2022-09-01 00:00:00.0;;false;false;;5833.0;;201;1000;;75;201;false;114082.0;false;
Locadora;NAO_COMUNICAR;2016-05-13 00:00:00.0;;false;false;;17503.0;;121;1200;;140;;false;371960.0;false;SP
Saúde;NAO_COMUNICAR;2015-02-14 00:00:00.0;;false;false;;479167.0;;121;1000;;75;121;false;183590.0;false;SP
Saúde;NAO_COMUNICAR;2016-05-30 00:00:00.0;;false;true;;4725000.0;;191;1000;121;75;191;false;28814.0;true;RJ
Automóvel Porto / RE - Residencial / Cartão;NAO_COMUNICAR;2016-03-16 00:00:00.0;;false;true;;46408.0;;331;800;101;323;;false;1320013.0;false;SP
Capitalização;COMUNICAR;2023-09-13 00:00:00.0;;false;false;;17887.0;;220;850;;80;;false;182392.0;true;SP
Cartão;COMUNICAR;2018-10-26 00:00:00.0;;false;false;;30000.0;;71;1000;;181;;false;509309.0;false;SP
CDC;NAO_COMUNICAR;2016-08-17 00:00:00.0;;false;false;;5347.0;;51;800;;54;;false;7912.0;false;SP
Saúde;NAO_COMUNICAR;2013-02-12 00:00:00.0;;false;false;;3458333.0;;171;1000;;75;171;false;100486.0;false;SP
Automóvel Porto;COMUNICAR;2015-06-18 00:00:00.0;;false;false;;30000.0;;191;800;;80;;false;1584010.0;false;SP
Capitalização;NAO_COMUNICAR;2015-10-15 00:00:00.0;;false;false;;30000.0;;791;150;;80;;false;24000.0;false;RJ
Saúde;NAO_COMUNICAR;2017-08-14 00:00:00.0;;false;false;;3458333.0;;101;1000;;75;10;false;102508.0;true;SP
Locadora;NAO_COMUNICAR;2014-07-01 00:00:00.0;;false;false;;8013.0;;221;600;;140;;false;115000.0;false;SP
Saúde;NAO_COMUNICAR;2016-03-22 00:00:00.0;;false;false;;62500.0;;71;1000;;75;71;false;188076.0;false;SP
Saúde;NAO_COMUNICAR;2013-07-12 00:00:00.0;;false;false;;19666667;;101;1000;;75;80;false;65262.0;false;SP
Cartão;NAO_COMUNICAR;2015-09-09 00:00:00.0;;false;false;;30000.0;;121;600;;181;;true;325363.0;false;SP
Cartão;COMUNICAR;2015-08-19 00:00:00.0;;false;false;;18727.0;;391;1000;;181;;false;1419962.0;false;SP
Cartão;COMUNICAR;2021-08-25 00:00:00.0;;false;false;;30000.0;;221;1200;;181;;false;456234.0;false;SP
Cartão;NAO_COMUNICAR;2016-07-06 00:00:00.0;;false;true;;30000.0;;131;600;131;181;;false;379429.0;true;SP
Capitalização;COMUNICAR;2024-02-10 00:00:00.0;;false;false;;2025.0;;100;850;;80;;false;32000.0;false;RJ
Capitalização;COMUNICAR;2022-11-24 00:00:00.0;;false;false;;1600.0;;81;850;;80;;false;23232.0;false;SP
Capitalização;COMUNICAR;2013-08-19 00:00:00.0;;false;false;;3190.0;;31;850;;80;;false;14000.0;false;SP
Automóvel Frota Porto / Automóvel Porto / RE - Patrimonial / Saúde;NAO_COMUNICAR;2016-02-23 00:00:00.0;;false;true;;22500.0;;121;700;101;257;121;false;75810.0;true;SP
Capitalização;NAO_COMUNICAR;2015-06-15 00:00:00.0;;false;false;;30000.0;;71;850;;80;;false;104821.0;false;SP
Saúde;NAO_COMUNICAR;2016-11-11 00:00:00.0;;false;false;;;;111;1000;;75;10;false;11412984;false;SP
Capitalização;NAO_COMUNICAR;2015-06-22 00:00:00.0;;false;false;;8475.0;;51;850;;80;;false;58292.0;false;ES
Cartão;NAO_COMUNICAR;2014-12-12 00:00:00.0;;false;true;;2960.0;;281;600;101;181;;false;353353.0;false;RR
Capitalização;COMUNICAR;2024-02-28 00:00:00.0;;false;false;;1550.0;;30;850;;80;;false;2120000.0;false;MS
Cartão;COMUNICAR;2019-06-07 00:00:00.0;;false;true;;8190.0;;351;1200;171;181;;false;976688.0;false;PR
Cartão;NAO_COMUNICAR;2013-06-14 00:00:00.0;;false;false;;16541.0;;491;1400;;181;;false;2702485.0;false;DF
Locadora;COMUNICAR;2020-11-14 00:00:00.0;;false;false;;15992.0;;221;1200;;140;;false;519682.0;false;SP
Cartão;NAO_COMUNICAR;2016-02-01 00:00:00.0;;false;true;;7932.0;;251;600;196;181;;false;1749349.0;false;SP
Cartão;NAO_COMUNICAR;2017-02-07 00:00:00.0;;false;true;;33257.0;;271;1400;101;181;;false;1402280.0;false;SP
Cartão;NAO_COMUNICAR;2023-06-30 00:00:00.0;;false;false;;30000.0;;120;600;;181;;false;56500.0;false;SP
PortoPar;NAO_COMUNICAR;2019-06-13 00:00:00.0;;false;true;;4915.0;;101;800;101;85;;false;57400.0;false;SP
Cartão;NAO_COMUNICAR;2015-12-12 00:00:00.0;;false;true;;5530.0;;471;1200;171;181;;false;499466.0;false;RS
Cartão;NAO_COMUNICAR;2020-04-02 00:00:00.0;;false;false;;30000.0;;271;600;;181;;false;793008.0;false;PR
Consórcio;NAO_COMUNICAR;2019-03-31 00:00:00.0;Gafi ,;false;false;;11238.0;;351;600;;100;;false;8743.0;false;SP
Cartão;NAO_COMUNICAR;2016-01-07 00:00:00.0;;false;false;;30000.0;;271;600;;181;;false;1108864.0;false;BA
Cartão;COMUNICAR;2016-03-13 00:00:00.0;;false;true;;30000.0;;101;1200;101;181;;false;632093.23;false;MG
Locadora;COMUNICAR;2022-06-18 00:00:00.0;;false;false;;8224.0;;171;600;;140;;false;108624.0;false;SP
Cartão;COMUNICAR;2021-12-18 00:00:00.0;;false;false;;30000.0;;121;1000;;181;;false;395193.0;false;SP
Cartão;NAO_COMUNICAR;2014-11-29 00:00:00.0;;false;true;;6338.0;;251;600;151;181;;false;57654.0;false;GO
Cartão;NAO_COMUNICAR;2018-12-21 00:00:00.0;;false;true;;30000.0;;221;610;81;181;;false;606724.0;false;RS
Cartão;NAO_COMUNICAR;2015-08-22 00:00:00.0;;false;true;;30000.0;;271;600;121;181;;false;650429.0;false;SP
Cartão;NAO_COMUNICAR;2014-06-25 00:00:00.0;;false;false;;25585.0;;141;600;;181;;false;51653.0;false;SP
Cartão;NAO_COMUNICAR;2016-03-28 00:00:00.0;;false;false;;6329.0;;321;1200;;181;;false;778565.0;false;SP
Cartão;NAO_COMUNICAR;2016-06-10 00:00:00.0;;false;true;;30000.0;;121;600;81;181;;false;51897.0;false;GO
Cartão;NAO_COMUNICAR;2014-01-04 00:00:00.0;;false;true;;13951.0;;151;600;121;181;;false;48596.0;false;SP
Cartão;NAO_COMUNICAR;2016-06-29 00:00:00.0;;false;false;;30000.0;;121;600;;181;;true;169638.0;false;SP
Cartão;NAO_COMUNICAR;2023-10-19 00:00:00.0;;false;true;;13822.0;;470;1000;121;181;;false;3065249.0;false;PE
Cartão;NAO_COMUNICAR;2012-11-20 00:00:00.0;;false;true;;30000.0;;271;600;101;181;;false;828692.0;false;SP
Cartão;NAO_COMUNICAR;2016-08-28 00:00:00.0;;false;true;;30000.0;;221;600;121;181;;false;739465.0;false;PR
Cartão;NAO_COMUNICAR;2014-03-11 00:00:00.0;;false;true;;30000.0;;171;600;171;181;;false;60000.0;false;AM
Capitalização;NAO_COMUNICAR;2020-12-02 00:00:00.0;;false;false;;1010417.0;;91;850;;80;10;false;71622.0;true;SP
Capitalização;NAO_COMUNICAR;2024-01-31 00:00:00.0;;false;false;;3442.0;;80;850;;80;;false;12000.0;false;SP
Cartão;NAO_COMUNICAR;2018-09-06 00:00:00.0;;false;false;;30000.0;;221;600;;181;;false;529443.0;false;BA
Capitalização;COMUNICAR;2015-08-22 00:00:00.0;;false;false;;1850.0;;31;850;;80;;false;20000.0;false;SP
Cartão;COMUNICAR;2016-06-29 00:00:00.0;;false;false;;21685.0;;271;600;;181;;false;318604.0;false;SP
Cartão;COMUNICAR;2013-10-26 00:00:00.0;;false;true;;5644.0;;251;600;81;181;;false;332573.0;false;SP
Cartão;NAO_COMUNICAR;2015-08-20 00:00:00.0;;false;true;;30000.0;;291;600;291;181;;false;332406.0;false;RJ
