PRODUTOS ALERTADOS;PARECER;DATA RELACIONAMENTO;NOME LISTA VIGILANCIA;FLAG PEP;FLAG PARTICIPANTE;VALOR RENDA;VALOR RENDA FATURAMENTO;DESCRIÇÃO REVISÃO ANALISE;VALOR SCORE KYCREP;VALOR SCORE OPERACIONAL;VALOR SCORE PARTICIPANTE;VALOR SCORE PRODUTO;VALOR SCORE SOCIO;FLAG PROCESSO EXTERNO ABERTO;VALOR ENVOLVIDO;FLAG DOSSIÊ;UF
Consórcio;NAO_COMUNICAR;2014-12-21 00:00:00.0;;false;false;;5000.0;;30;800;;160;;false;;false;SP
Cartão;NAO_COMUNICAR;2013-02-22 00:00:00.0;;false;false;;11400.0;;100;610;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-04 00:00:00.0;;false;false;;30000.0;;120;610;;190;;false;;false;SP
Cartão;COMUNICAR;2012-12-09 00:00:00.0;;false;false;;5000.0;;80;1000;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2013-10-24 00:00:00.0;;false;false;;27487.0;;191;1800;;190;;false;;false;SP
Cartão;COMUNICAR;2016-12-09 00:00:00.0;;false;false;;27410.0;;120;600;;190;;false;;false;GO
Automóvel Porto / RE - Diversos / RE - Residencial / Vida Individual;NAO_COMUNICAR;2012-11-24 00:00:00.0;;false;false;;30000.0;;245;500;;260;;false;;false;SP
Capitalização;NAO_COMUNICAR;2017-04-08 00:00:00.0;;false;false;;2500.0;;30;850;;75;;false;;false;DF
Cartão;NAO_COMUNICAR;2014-12-18 00:00:00.0;;false;false;;17331.0;;190;600;;190;;false;;false;SP
Consórcio;NAO_COMUNICAR;2020-10-19 00:00:00.0;;false;false;;6000.0;;51;900;;160;;false;;false;SP
Cartão;NAO_COMUNICAR;2013-05-03 00:00:00.0;;false;false;;2500.0;;31;1400;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2017-08-19 00:00:00.0;;false;false;;80779.0;;150;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2019-02-08 00:00:00.0;;false;false;;10000.0;;150;600;;190;;false;;false;PR
Cartão;COMUNICAR;2012-12-05 00:00:00.0;;false;false;;30000.0;;190;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2015-11-01 00:00:00.0;;false;false;;10000.0;;100;610;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2016-09-07 00:00:00.0;;false;false;;35217.0;;131;600;;190;;false;;false;SP
Capitalização;COMUNICAR;2018-05-21 00:00:00.0;;false;false;;5111.796089;;51;850;;75;;false;;false;SP
CDC;COMUNICAR;2019-05-09 00:00:00.0;;false;false;;7000.0;;50;800;;145;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-11 00:00:00.0;;false;false;;63771.0;;201;600;;190;;false;;false;SP
Consórcio;NAO_COMUNICAR;2018-04-13 00:00:00.0;;false;false;;4120.0;;30;800;;160;;false;;false;SP
Automóvel Porto / RE - Residencial / Cartão;NAO_COMUNICAR;2013-04-04 00:00:00.0;;false;false;;105768.0;;151;800;;345;;false;;false;SP
Cartão;NAO_COMUNICAR;2019-09-28 00:00:00.0;;false;false;;49017.0;;250;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2014-10-17 00:00:00.0;;false;false;;10000.0;;151;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-11-28 00:00:00.0;;false;false;;50000.0;;130;600;;190;;false;;false;CE
Cartão;NAO_COMUNICAR;2018-09-04 00:00:00.0;;false;false;;5000.0;;131;1000;;190;;false;;false;SP
Capitalização;COMUNICAR;2022-07-15 00:00:00.0;;false;false;;5000.0;;30;850;;75;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-11-28 00:00:00.0;;false;false;;47600.0;;251;1000;;190;;false;;false;PA
Cartão;NAO_COMUNICAR;2016-08-13 00:00:00.0;;false;false;;2500.0;;130;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2013-08-06 00:00:00.0;;false;false;;10000.0;;220;600;;190;;false;;false;RJ
Capitalização;NAO_COMUNICAR;2016-05-13 00:00:00.0;;false;false;;5590.603983;;51;850;;75;;false;;false;SP
Capitalização;COMUNICAR;2020-11-26 00:00:00.0;;false;false;;5000.0;;30;850;;75;;false;;false;SP
Capitalização;NAO_COMUNICAR;2018-07-30 00:00:00.0;;false;false;;2817.883792;;30;850;;75;;false;;false;SP
Cartão;NAO_COMUNICAR;2013-04-10 00:00:00.0;;false;false;;20100.0;;120;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-11-28 00:00:00.0;;false;false;;10000.0;;275;600;;190;;false;;false;DF
Cartão / PortoPar;NAO_COMUNICAR;2012-11-17 00:00:00.0;;false;false;;30000.0;;70;700;;320;;false;;false;SP
Cartão;NAO_COMUNICAR;2020-09-25 00:00:00.0;;false;false;;34812.0;;370;510;;190;;false;;false;PR
Cartão;NAO_COMUNICAR;2012-12-31 00:00:00.0;;false;false;;10000.0;;100;1200;;190;;false;;false;PR
Cartão;NAO_COMUNICAR;2014-01-28 00:00:00.0;;false;false;;27600.0;;120;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-12 00:00:00.0;;false;false;;7348.0;;100;1200;;190;;false;;false;RJ
Automóvel Azul / RE - Patrimonial / Vida Individual;NAO_COMUNICAR;2021-09-03 00:00:00.0;;false;false;;30000.0;;940;200;;205;;false;;true;RJ
Capitalização;COMUNICAR;2022-07-15 00:00:00.0;;false;false;;8996.401952;;50;850;;75;;false;;false;SP
Capitalização;COMUNICAR;2022-07-16 00:00:00.0;;false;false;;5000.0;;30;850;;75;;false;;false;RS
Automóvel Porto / RE - Residencial / Residencial Itaú;NAO_COMUNICAR;2012-11-27 00:00:00.0;;false;false;;15000.0;;521;200;;220;;false;;false;RJ
Cartão;NAO_COMUNICAR;2012-12-05 00:00:00.0;;false;false;;30000.0;;121;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2016-03-07 00:00:00.0;;false;false;;18245.0;;521;500;;190;;false;;false;SC
Capitalização;NAO_COMUNICAR;2022-07-15 00:00:00.0;;false;false;;3477.329343;;30;850;;75;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-13 00:00:00.0;;false;false;;47830.0;;206;600;;190;;false;;false;RS
Cartão;NAO_COMUNICAR;2019-03-27 00:00:00.0;;false;false;;60000.0;;151;600;;190;;false;;false;SC
Cartão;NAO_COMUNICAR;2019-07-18 00:00:00.0;;false;false;;10000.0;;170;600;;190;;false;;false;PE
Cartão;NAO_COMUNICAR;2019-10-04 00:00:00.0;;false;false;;30000.0;;70;1200;;190;;false;;false;MG
Cartão;NAO_COMUNICAR;;Ceis ,;false;false;;3858.254845;;731;0;;190;;false;;false;MT
Cartão;COMUNICAR;2019-11-29 00:00:00.0;;false;false;;20000.0;;120;800;;190;;false;;false;RN
Cartão;NAO_COMUNICAR;2016-10-10 00:00:00.0;;false;false;;10000.0;;101;1200;;190;;false;;false;MG
Cartão;NAO_COMUNICAR;2015-11-18 00:00:00.0;;false;false;;30000.0;;276;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-14 00:00:00.0;;false;false;;15000.0;;100;2400;;190;;false;;false;GO
Cartão;COMUNICAR;2017-07-12 00:00:00.0;Servidores ,;false;false;;5000.0;;205;600;;190;;false;;false;BA
Cartão;COMUNICAR;2018-08-06 00:00:00.0;;false;false;;1000.0;;80;1000;;190;;false;;false;DF
Cartão;COMUNICAR;2017-04-28 00:00:00.0;;false;false;;140357.0;;150;600;;190;;false;;false;DF
Cartão;NAO_COMUNICAR;2016-06-07 00:00:00.0;;false;false;;1000.0;;150;600;;190;;false;;false;DF
Cartão;NAO_COMUNICAR;2012-11-20 00:00:00.0;;false;false;;10000.0;;150;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2014-11-10 00:00:00.0;;false;false;;20000.0;;240;600;;190;;false;;true;RS
Cartão;COMUNICAR;2016-08-28 00:00:00.0;;false;false;;75000.0;;151;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-11-30 00:00:00.0;;false;false;;10000.0;;225;610;;190;;false;;false;MG
Cartão;NAO_COMUNICAR;2021-03-16 00:00:00.0;;false;false;;10000.0;;101;1200;;190;;false;;false;GO
Automóvel Porto / RE - Residencial / Cartão;NAO_COMUNICAR;2012-12-06 00:00:00.0;;false;false;;10000.0;;151;800;;345;;false;;true;SP
Cartão;NAO_COMUNICAR;2020-02-14 00:00:00.0;;false;false;;10000.0;;220;2600;;190;;false;;true;DF
Cartão;NAO_COMUNICAR;;Impedidos-PLD ,;false;false;;;;1630;0;;190;;false;;true;
Cartão;NAO_COMUNICAR;2013-09-18 00:00:00.0;;false;false;;30000.0;;121;1110;;190;;false;;false;SP
Automóvel Porto;NAO_COMUNICAR;2012-11-29 00:00:00.0;;false;false;;10000.0;;170;700;;75;;false;;false;PE
Cartão;NAO_COMUNICAR;2016-01-28 00:00:00.0;;false;false;;54200.0;;150;600;;190;;false;;false;GO
Cartão;NAO_COMUNICAR;2012-11-28 00:00:00.0;;false;false;;100000.0;;220;600;;190;;false;;false;PE
Cartão;NAO_COMUNICAR;2012-12-07 00:00:00.0;;false;false;;2641.0;;80;1000;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2018-06-18 00:00:00.0;Ceaf ,;false;false;;1000.0;;431;600;;190;;false;;false;MG
Cartão;NAO_COMUNICAR;2015-10-13 00:00:00.0;;false;false;;15001.0;;190;600;;190;;false;;false;RJ
Automóvel Porto / Residencial Itaú / Cartão;NAO_COMUNICAR;2012-12-05 00:00:00.0;;false;false;;10000.0;;400;800;;330;;false;;false;SP
Cartão;NAO_COMUNICAR;2015-02-05 00:00:00.0;;false;false;;2500.0;;80;1700;;190;;false;;false;CE
Cartão;NAO_COMUNICAR;2013-03-01 00:00:00.0;;false;false;;29915.0;;120;1000;;190;;false;;false;GO
Consórcio;NAO_COMUNICAR;2021-05-14 00:00:00.0;;false;false;;23104.0;;190;600;;160;;false;;false;GO
Cartão;NAO_COMUNICAR;2013-06-01 00:00:00.0;;false;false;;10000.0;;220;600;;190;;false;;false;RJ
Cartão;COMUNICAR;2012-12-08 00:00:00.0;;false;false;;25000.0;;170;600;;190;;false;;false;MG
Cartão;NAO_COMUNICAR;2017-08-07 00:00:00.0;;false;false;;1000.0;;205;600;;190;;false;;false;GO
Cartão / Consórcio;NAO_COMUNICAR;2019-08-02 00:00:00.0;;false;false;;39172.0;;130;600;;350;;false;;false;GO
Cartão;NAO_COMUNICAR;2013-02-15 00:00:00.0;;false;false;;52629.0;;201;600;;190;;false;;false;RS
Cartão;NAO_COMUNICAR;2014-02-07 00:00:00.0;;false;false;;10000.0;;100;1200;;190;;false;;false;TO
Automóvel Frota Porto / RE - Diversos;NAO_COMUNICAR;2012-11-20 00:00:00.0;Prestador-Recusado ,;false;false;;479166.6667;;630;200;;70;630;false;;false;SP
Cartão;NAO_COMUNICAR;2012-11-19 00:00:00.0;;false;false;;283333.3333;;120;600;;190;120;false;;false;SC
Automóvel Azul / Automóvel Frota Porto / Automóvel Porto / RE - Agro / RE - Residencial;NAO_COMUNICAR;2013-11-12 00:00:00.0;Ceis ,;false;false;;1.25E+8;;501;200;;315;150;false;;false;RO
Automóvel Frota Porto / Automóvel Porto / RE - Diversos / RE - Patrimonial / RE - Residencial;NAO_COMUNICAR;2016-02-18 00:00:00.0;;false;false;;19666666.67;;681;200;;285;681;false;;true;BA
RF - Seguro Garantia;NAO_COMUNICAR;2018-07-19 00:00:00.0;;false;false;;1.25E+8;;360;500;;45;360;false;;false;PR
Automóvel Frota Porto / RE - Diversos / RE - Patrimonial / RF - Fiança Locatícia;NAO_COMUNICAR;2013-02-16 00:00:00.0;;false;false;;1.25E+8;;500;200;;205;500;false;;true;MG
Salvados Auto;NAO_COMUNICAR;2020-11-26 00:00:00.0;;false;false;;9166.666667;;411;700;;35;330;false;;true;SP
Salvados Auto;NAO_COMUNICAR;2020-09-29 00:00:00.0;;false;false;;13333.33333;;771;200;;35;771;false;;true;PR
Consórcio;NAO_COMUNICAR;2021-09-06 00:00:00.0;;false;false;;11250.0;;305;600;;160;305;false;;false;SC
RE - Patrimonial;NAO_COMUNICAR;2012-12-21 00:00:00.0;;false;false;;1.25E+8;;551;300;;60;201;false;;true;AM
Capitalização;NAO_COMUNICAR;2020-12-25 00:00:00.0;;false;false;;;;170;850;;75;170;false;;false;MG
Salvados Auto;NAO_COMUNICAR;2020-11-14 00:00:00.0;;false;false;;11250.0;;201;700;;35;201;false;;false;RJ
Consórcio;NAO_COMUNICAR;2020-12-29 00:00:00.0;;false;false;;10000.0;;261;600;;160;;false;;false;MT
Capitalização;COMUNICAR;2022-07-16 00:00:00.0;;false;false;;;;100;850;;75;100;false;;false;SP
Capitalização / RE - Patrimonial;NAO_COMUNICAR;2020-06-18 00:00:00.0;;false;false;;250000.0;;71;1050;;135;50;false;;true;SP
Automóvel Frota Porto / RE - Diversos / RE - Patrimonial;NAO_COMUNICAR;2012-11-22 00:00:00.0;;false;false;;14333333.33;;601;200;;130;451;false;;true;RJ
Capitalização;NAO_COMUNICAR;2013-01-06 00:00:00.0;;false;false;;1866666.667;;271;850;;75;;false;;true;RJ
Automóvel Frota Porto / Automóvel Porto / RE - Diversos;NAO_COMUNICAR;2012-12-08 00:00:00.0;;false;false;;;;570;200;;145;570;false;;false;RJ
Automóvel Porto / RE - Patrimonial / Vida Grupo;NAO_COMUNICAR;2012-11-21 00:00:00.0;;false;false;;19666666.67;;601;700;;170;490;false;;true;RJ
Capitalização;NAO_COMUNICAR;;;false;false;;75000.0;;101;850;;75;101;false;;false;SP
Capitalização;NAO_COMUNICAR;2013-01-07 00:00:00.0;;false;false;;11250.0;;200;850;;75;200;false;;false;SP
PortoPar;NAO_COMUNICAR;2012-11-17 00:00:00.0;;false;false;;2500000.0;;191;800;;130;;false;;false;SP
Automóvel Frota Porto / Automóvel Porto / RE - Diversos / RE - Patrimonial / RE - Residencial / RF - Fiança Locatícia;NAO_COMUNICAR;2012-11-23 00:00:00.0;;false;false;;1.0E+7;;381;200;;360;100;false;;false;SP
Automóvel Frota Porto / RE - Patrimonial / Vida Grupo;NAO_COMUNICAR;2012-11-17 00:00:00.0;;false;false;;216666.6667;;645;200;;130;645;false;;false;SP
Cartão;NAO_COMUNICAR;2018-09-29 00:00:00.0;;false;false;;1.25E+8;;520;610;;190;151;false;;true;SP
RE - Diversos / RE - Patrimonial;NAO_COMUNICAR;2014-08-15 00:00:00.0;;false;false;;;;131;700;;95;;false;;true;PB
Automóvel Porto / RE - Patrimonial / RF - Fiança Locatícia / Vida Grupo;NAO_COMUNICAR;2013-02-16 00:00:00.0;;false;false;;179166.6667;;501;200;;245;501;false;;true;RJ
RE - Patrimonial / RF - Seguro Garantia;NAO_COMUNICAR;2019-02-21 00:00:00.0;;false;false;;1.25E+8;;596;200;;105;596;false;;true;SC
Automóvel Frota Porto / RF - Fiança Locatícia;NAO_COMUNICAR;2015-12-21 00:00:00.0;;false;false;;1010416.667;;120;700;;110;120;false;;false;RS
Cartão;NAO_COMUNICAR;2016-11-11 00:00:00.0;;false;false;;10776.3;;150;600;;190;;false;;false;MS
Previdência;NAO_COMUNICAR;2012-12-13 00:00:00.0;;false;false;;10000.0;;171;800;;145;;false;;false;SP
Cartão;NAO_COMUNICAR;2015-12-20 00:00:00.0;;false;false;;8873.12;;50;900;;190;;false;;false;SC
Cartão;NAO_COMUNICAR;2018-03-21 00:00:00.0;;false;false;;22263.96;;120;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2017-01-29 00:00:00.0;;false;false;;10258.34;;100;1200;;190;;false;;false;GO
Cartão;NAO_COMUNICAR;2012-12-09 00:00:00.0;;false;false;;6975.1;;120;600;;190;;false;;false;GO
Cartão;NAO_COMUNICAR;2018-02-21 00:00:00.0;;false;false;;1000.0;;130;600;;190;;false;;false;SC
Cartão;NAO_COMUNICAR;2016-06-29 00:00:00.0;;false;false;;17979.65;;191;600;;190;;false;;false;RJ
Cartão;NAO_COMUNICAR;2014-03-20 00:00:00.0;;false;false;;37605.0;;201;600;;190;;false;;false;PB
Cartão;COMUNICAR;2018-08-28 00:00:00.0;;false;false;;10000.0;;220;610;;190;;false;;false;PB
Capitalização;COMUNICAR;2017-08-24 00:00:00.0;;false;false;;2101.816218;;31;850;;75;;false;;false;PI
Cartão;NAO_COMUNICAR;2013-02-21 00:00:00.0;;false;false;;51122.0;;220;500;;190;;false;;false;RJ
Cartão;COMUNICAR;2012-12-08 00:00:00.0;;false;false;;49000.0;;130;600;;190;;false;;false;PE
Cartão;COMUNICAR;2015-11-04 00:00:00.0;;false;false;;1000.0;;81;1200;;190;;false;;false;DF
Cartão;NAO_COMUNICAR;2015-02-18 00:00:00.0;;false;false;;35500.0;;201;600;;190;;false;;false;RJ
Cartão;NAO_COMUNICAR;2015-11-01 00:00:00.0;;false;false;;11677.68;;170;600;;190;;false;;false;MG
Cartão / Consórcio;NAO_COMUNICAR;2018-09-29 00:00:00.0;;false;false;;17000.0;;140;600;;350;;false;;false;CE
Automóvel Porto / Cartão;NAO_COMUNICAR;2015-09-14 00:00:00.0;;false;false;;96177.79;;395;900;;265;;false;;false;RJ
Cartão;NAO_COMUNICAR;2014-03-17 00:00:00.0;Servidores ,;false;false;;1000.0;;155;600;;190;;false;;false;SE
Cartão;NAO_COMUNICAR;2019-09-14 00:00:00.0;;false;false;;7506.99;;170;600;;190;;false;;false;SP
Automóvel Porto;NAO_COMUNICAR;2015-11-18 00:00:00.0;;false;false;;5000.0;;150;800;;75;;false;;false;RJ
Capitalização;NAO_COMUNICAR;2012-12-09 00:00:00.0;;false;false;;10000.0;;220;850;;75;;false;;false;RJ
Cartão;NAO_COMUNICAR;2012-12-09 00:00:00.0;;false;false;;84121.53;;181;610;;190;;false;;false;RS
Capitalização;NAO_COMUNICAR;2019-04-28 00:00:00.0;;false;false;;5000.0;;30;850;;75;;false;;false;SP
Cartão;COMUNICAR;2019-09-07 00:00:00.0;;false;false;;20000.0;;121;810;;190;;false;;false;MG
RE - Residencial;NAO_COMUNICAR;2012-12-04 00:00:00.0;Ceaf ,;false;false;;10000.0;;521;300;;80;;false;;false;PE
Cartão;NAO_COMUNICAR;2013-02-28 00:00:00.0;;false;false;;30000.0;;120;610;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;;;false;false;;;;730;0;;190;;false;;false;
Cartão;NAO_COMUNICAR;2020-02-14 00:00:00.0;;false;false;;2745.97;;130;600;;190;;false;;false;MT
Cartão;NAO_COMUNICAR;2020-03-17 00:00:00.0;;false;false;;7084.46;;170;600;;190;;false;;false;PR
Automóvel Porto / Cartão;NAO_COMUNICAR;2012-11-21 00:00:00.0;;false;false;;129128.97;;170;900;;265;;false;;false;SP
Cartão;NAO_COMUNICAR;2016-11-22 00:00:00.0;;false;false;;13932.1;;200;600;;190;;false;;false;PR
Cartão;COMUNICAR;2017-11-10 00:00:00.0;;false;false;;1000.0;;80;1000;;190;;false;;false;SC
Cartão;NAO_COMUNICAR;2012-11-18 00:00:00.0;;false;false;;5000.0;;131;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2021-01-02 00:00:00.0;;false;false;;25596.04;;170;600;;190;;false;;true;SP
Cartão;NAO_COMUNICAR;2014-11-07 00:00:00.0;;false;false;;26948.41;;240;600;;190;;false;;false;RJ
Automóvel Porto / RE - Patrimonial / RE - Residencial / RF - Fiança Locatícia;NAO_COMUNICAR;2015-01-09 00:00:00.0;;false;false;;14343.44;;220;500;;290;;false;;false;RJ
Cartão;NAO_COMUNICAR;;;false;false;;;;730;0;;190;;false;;false;
Capitalização;NAO_COMUNICAR;2018-03-19 00:00:00.0;;false;false;;3366.547851;;100;850;;75;;false;;false;SP
Cartão;NAO_COMUNICAR;2015-06-11 00:00:00.0;;false;false;;52673.37;;270;1200;;190;;false;;false;RJ
Cartão;NAO_COMUNICAR;2019-11-02 00:00:00.0;;false;false;;15931.08;;170;600;;190;;false;;false;PR
Cartão;NAO_COMUNICAR;2019-08-05 00:00:00.0;;false;false;;4452.06;;150;1200;;190;;false;;false;PB
Cartão;NAO_COMUNICAR;2018-12-08 00:00:00.0;;false;false;;30562.21;;120;600;;190;;false;;false;MG
Cartão;NAO_COMUNICAR;2014-11-12 00:00:00.0;;false;false;;1000.0;;80;1200;;190;;false;;false;PR
Consórcio;COMUNICAR;2020-09-10 00:00:00.0;;false;false;;12000.0;;400;800;;160;;false;;false;MG
Cartão;NAO_COMUNICAR;;;false;false;;;;730;0;;190;;false;;false;
Cartão;NAO_COMUNICAR;2017-10-17 00:00:00.0;;false;false;;28615.61;;70;1400;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2013-02-18 00:00:00.0;;false;false;;25552.16;;140;1200;;190;;false;;false;SP
PortoPar;NAO_COMUNICAR;2012-11-27 00:00:00.0;;false;false;;3000.0;;81;800;;130;;false;;false;SP
Cartão;NAO_COMUNICAR;2017-05-17 00:00:00.0;;false;false;;93203.33;;150;600;;190;;false;;false;SP
Cartão;COMUNICAR;2012-12-11 00:00:00.0;;false;false;;17350.0;;170;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-11 00:00:00.0;;false;false;;15545.73;;121;610;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-01 00:00:00.0;;false;false;;10000.0;;221;610;;190;;false;;true;SP
Cartão;NAO_COMUNICAR;2012-12-13 00:00:00.0;;false;false;;10000.0;;450;600;;190;;false;;true;SP
Cartão;NAO_COMUNICAR;2014-12-13 00:00:00.0;;false;false;;33562.47;;190;600;;190;;false;;false;RJ
Consórcio;NAO_COMUNICAR;2014-12-05 00:00:00.0;;false;false;;10000.0;;170;600;;160;;false;;false;SP
Cartão;NAO_COMUNICAR;2016-02-17 00:00:00.0;Bolsa-Família ,;false;false;;3640.66;;151;600;;190;;false;;false;RJ
Capitalização;NAO_COMUNICAR;2020-03-15 00:00:00.0;;false;false;;5000.0;;30;850;;75;;false;;false;RJ
Cartão;NAO_COMUNICAR;2016-09-30 00:00:00.0;;false;false;;9354.83;;151;600;;190;;false;;false;PR
Cartão;NAO_COMUNICAR;2012-12-04 00:00:00.0;;false;false;;29196.12;;190;1600;;190;;false;;false;RJ
Cartão;COMUNICAR;2015-11-18 00:00:00.0;;false;false;;7000.0;;50;800;;190;;false;;false;SP
Cartão / Consórcio;NAO_COMUNICAR;2017-10-02 00:00:00.0;;false;false;;13949.0;;100;600;;350;;false;;true;SP
Automóvel Porto;NAO_COMUNICAR;2016-12-02 00:00:00.0;;false;false;;10000.0;;170;800;;75;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-11-30 00:00:00.0;;false;false;;70000.0;;250;600;;190;;false;;false;SP
Automóvel Porto;COMUNICAR;2019-11-07 00:00:00.0;;false;false;;10000.0;;50;850;;75;;false;;false;ES
Cartão;NAO_COMUNICAR;2017-04-03 00:00:00.0;;false;false;;18757.76;;120;600;;190;;false;;false;MG
Automóvel Porto;NAO_COMUNICAR;2012-12-10 00:00:00.0;;false;false;;10000.0;;595;500;;75;;false;;false;CE
PortoPar;NAO_COMUNICAR;2013-02-13 00:00:00.0;;false;false;;29546.94;;170;800;;130;;false;;true;SP
Cartão;NAO_COMUNICAR;2017-12-23 00:00:00.0;;false;false;;15107.19;;190;600;;190;;false;;false;RJ
CDC;NAO_COMUNICAR;2012-12-09 00:00:00.0;;false;false;;2915.0;;81;800;;145;;false;;false;SP
Cartão;NAO_COMUNICAR;2013-07-05 00:00:00.0;;false;false;;81023.23;;151;610;;190;;false;;false;SP
Automóvel Porto / RE - Patrimonial / RE - Residencial / RF - Fiança Locatícia / Residencial Itaú;NAO_COMUNICAR;2012-11-23 00:00:00.0;;false;false;;24449.5;;420;200;;355;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-12 00:00:00.0;;false;false;;10679.24;;170;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2019-12-03 00:00:00.0;;false;false;;4259.500617;;150;1200;;190;;false;;false;RJ
Automóvel Porto / RE - Residencial;NAO_COMUNICAR;2018-03-30 00:00:00.0;;false;false;;10000.0;;170;700;;155;;false;;false;RJ
Cartão;COMUNICAR;2018-03-28 00:00:00.0;;false;false;;53432.0;;150;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2015-01-09 00:00:00.0;;false;false;;28111.3;;171;600;;190;;false;;true;SP
CDC;NAO_COMUNICAR;2018-01-01 00:00:00.0;;false;false;;4500.0;;150;800;;145;;false;;false;RJ
Automóvel Porto / RE - Residencial / RF - Fiança Locatícia;NAO_COMUNICAR;2017-03-16 00:00:00.0;;false;false;;32582.69;;396;500;;230;;false;;false;SP
Capitalização;NAO_COMUNICAR;2012-12-08 00:00:00.0;;false;false;;5000.0;;80;850;;75;;false;;false;PR
Cartão;NAO_COMUNICAR;2015-01-09 00:00:00.0;;false;false;;67582.69;;101;610;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-05 00:00:00.0;;false;false;;6328.69;;151;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-01 00:00:00.0;;false;false;;56665.46;;251;600;;190;;false;;false;SP
Automóvel Porto;NAO_COMUNICAR;2014-12-28 00:00:00.0;;false;false;;10000.0;;170;800;;75;;false;;false;SP
Cartão;NAO_COMUNICAR;2013-02-25 00:00:00.0;;false;false;;30000.0;;120;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2015-01-23 00:00:00.0;;false;false;;27157.69;;121;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-09 00:00:00.0;;false;false;;29084.44;;120;600;;190;;false;;false;SP
Capitalização;COMUNICAR;2012-12-13 00:00:00.0;;false;false;;5000.0;;30;850;;75;;false;;false;SP
Cartão;NAO_COMUNICAR;2016-11-11 00:00:00.0;;false;false;;17760.52;;170;610;;190;;false;;true;SC
Cartão;NAO_COMUNICAR;2012-11-28 00:00:00.0;;false;false;;45246.25;;181;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2013-01-08 00:00:00.0;;false;false;;27469.57;;121;1200;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2015-11-18 00:00:00.0;;false;false;;20000.0;;120;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-02 00:00:00.0;;false;false;;6328.69;;121;1200;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;;Ceaf ,Ceis ,;false;false;;;;780;0;;190;;false;;false;
Cartão;NAO_COMUNICAR;2013-04-29 00:00:00.0;;false;false;;5643.81;;150;610;;190;;false;;false;SP
Cartão / Consórcio;COMUNICAR;2012-12-05 00:00:00.0;;false;false;;43609.0;;80;600;;350;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-07 00:00:00.0;;false;false;;5590.63;;170;600;;190;;false;;false;SP
Cartão;NAO_COMUNICAR;2012-12-08 00:00:00.0;;false;false;;10000.0;;100;610;;190;;false;;false;SP
Automóvel Porto / Cartão;NAO_COMUNICAR;2015-11-10 00:00:00.0;;false;false;;69070.0;;200;700;;265;;false;;false;MG
Automóvel Porto;NAO_COMUNICAR;2014-12-29 00:00:00.0;;false;false;;10000.0;;171;700;;75;;false;;false;SP
Cartão;COMUNICAR;2015-02-01 00:00:00.0;;false;false;;6339.76;;101;1210;;190;;false;;false;SP
Automóvel Porto;NAO_COMUNICAR;2016-08-28 00:00:00.0;;false;false;;10000.0;;171;800;;75;;false;;false;CE
Capitalização;NAO_COMUNICAR;2015-08-19 00:00:00.0;;false;false;;4034.134911;;30;850;;75;;false;;false;SP
Cartão;NAO_COMUNICAR;;;false;false;;18917.26733;;720;0;;190;;false;;true;SP
